AKUN,DESKRIPSI,TANGGAL,DESKRIPSI KEGIATAN,REALISASI (RP),BULAN,TAHUN,Normalisasi,Klaster
612408103,BBN PEM KNDRAAN,25/02/2022,PEMB PENGHARUM & SHAMPO MOBIL DINAS KANTOR,316600,2,2022,0.01057,2
612208201,PEMELIHARAAN SOFTWARE/HARDWARE,01/03/2022,PEMB MOUSE WIRELESS LAPTOP KANTOR,150000,3,2022,0.004963,2
612401102,BEBAN FOTOCOPY,25/02/2022,"LAMINATING , JILID LAPORAN KEUANGAN PKBL BULAN FEBRUARI 2022",15000,2,2022,0.000421,2
612403103,RMH TANGGA,02/03/2022,PEMB AQUA GALON AIR MINUM KARYAWAN,240000,3,2022,0.007992,2
612408101,BBN PEM KTR,23/02/2022,PEMB LAMPU DAN PERLENGKAPAN PEMASANGAN LAMPU R. TUNGGU LT 2,393000,2,2022,0.01314,2
612408101,BBN PEM KTR,25/02/2022,PEMB LAMPU PINTU KELUAR GEDUNG KANTOR,104000,2,2022,0.003415,2
612408101,BBN PEM KTR,07/03/2022,PEMB SET KUNCI PINTU R.AULA LT 3,145000,3,2022,0.004795,2
612403101,"TELPON,INTERNET,FASIMILI",02/03/2022,PEMB PULSA AO BULAN MARET 2022,250000,3,2022,0.008328,2
612415103,RETRIBUSI & KEBERSIHAN,04/03/2022,PEMB RETRIBUSI KEBERSIHAN RUMAH DINAS BULAN FEBRUARI 2022,300000,3,2022,0.010011,2
612408104,PEM INV KTR,07/03/2022,PEMB AIR AKI GENSET,48000,3,2022,0.001531,2
612408101,BBN PEM KTR,25/02/2022,PEMB OBAT-OBATAN KEBERSIHAN KANTOR,1485900,2,2022,0.049917,2
612408101,BBN PEM KTR,25/02/2022,PEMB OBAT & ALAT KEBERSIHAN KANTOR,1020000,2,2022,0.034239,2
612414101,"BBM ,TOL, PARKIR",25/02/2022,PEMB BBM MOBIL DINAS,250000,2,2022,0.008328,2
612414101,"BBM ,TOL, PARKIR",02/03/2022,PEMB BBM MOBIL DINAS,290000,3,2022,0.009674,2
612414101,"BBM ,TOL, PARKIR",07/03/2022,PEMB BBM MOBIL DINAS,250000,3,2022,0.008328,2
612414101,"BBM ,TOL, PARKIR",07/03/2022,PEMB BBM MOBIL DINAS,400000,3,2022,0.013376,2
612414101,"BBM ,TOL, PARKIR",07/03/2022,PEMB BBM MOBIL DINAS,235000,3,2022,0.007824,2
612414101,"BBM ,TOL, PARKIR",07/03/2022,PEMB BBM MOBIL DINAS,295000,3,2022,0.009843,2
612414101,"BBM ,TOL, PARKIR",07/03/2022,PEMB BBM MOBIL DINAS ,350000,3,2022,0.011693,2
612414101,"BBM ,TOL, PARKIR",07/03/2022,PEMB BBM MOTOR DINAS,30000,3,2022,0.000925,2
612403103,RMH TANGGA,25/02/2022,"PEMB TEH,GULA,KOPI",350500,2,2022,0.01171,2
612403103,RMH TANGGA,25/02/2022,PEMB TANGGA LIPAT,1499000,2,2022,0.050358,2
612403103,RMH TANGGA,01/03/2022,PEMB THERMOMETER SUHU PINTU MASUK GEDUNG KANTOR,974900,3,2022,0.032721,2
612403103,RMH TANGGA,01/03/2022,PEMB KARTU NAMA BRANCH MANAGER,60000,3,2022,0.001935,2
612403103,RMH TANGGA,02/03/2022,PEMB BATU BATERAI,37500,3,2022,0.001178,2
612403103,RMH TANGGA,07/03/2022,PEMB HAND SANITIZER KANTOR,600000,3,2022,0.020106,2
612412101,BIAYA JAMUAN KANTOR,22/02/2022,JAMUAN INTERNAL (PARCEL BUAH KARY COVID 3 ORANG ),600000,2,2022,0.020106,2
612412101,BIAYA JAMUAN KANTOR,25/02/2022,JAMUAN INTERNAL,567600,2,2022,0.019016,2
612412101,BIAYA JAMUAN KANTOR,01/03/2022,JAMUAN INTERNAL,200000,3,2022,0.006646,2
612412101,BIAYA JAMUAN KANTOR,02/03/2022,JAMUAN INTERNAL R.RAPAT,486200,3,2022,0.016277,2
612412101,BIAYA JAMUAN KANTOR,04/03/2022,JAMUAN INTERNAL,105000,3,2022,0.003449,2
612412101,BIAYA JAMUAN KANTOR,07/03/2022,JAMUAN INTERNAL,315500,3,2022,0.010533,2
612414101,"BBM ,TOL, PARKIR",11/03/2022,BBM MOBIL DINAS,400000,3,2022,0.013376,2
612412101,BIAYA JAMUAN KANTOR,08/03/2022,JAMUAN INTERNAL (PARCEL BUAH KARY COVID-19),200000,3,2022,0.006646,2
612412101,BIAYA JAMUAN KANTOR,10/03/2022,JAMUAN INTERNAL ,605000,3,2022,0.020274,2
612412101,BIAYA JAMUAN KANTOR,10/03/2022,JAMUAN TAMU DINAS,170000,3,2022,0.005636,2
612415103,RETRIBUSI & KEBERSIHAN,11/03/2022,DANA BANTUAN SOSIAL BULAN MARET 2022,100000,3,2022,0.003281,2
612403103,RMH TANGGA,11/03/2022,PEMB AQUA GALON AIR MINUM KARYAWAN,192000,3,2022,0.006377,2
612401102,BEBAN FOTOCOPY,14/03/2022,"JILID, LAMINATING LAPORAN KEUANGAN BULAN FEBRUARI 2022",45000,3,2022,0.00143,2
612414101,"BBM ,TOL, PARKIR",18/03/2022,BBM MOBIL DINAS,300000,3,2022,0.010011,2
612415103,RETRIBUSI & KEBERSIHAN,15/03/2022,RETRIBUSI SAMPAH GEDUNG KANTOR BULAN MARET 2022,300000,3,2022,0.010011,2
612203106,BBN DATA LYN PESERTA,17/03/2022,PEMB JAMUAN PESERTA ( AQUA GELAS ),432000,3,2022,0.014453,2
612408101,BBN PEM KTR,16/03/2022,PEMB LAMPU R.LAYANAN LT.1  & R. AULA LT 3,109900,3,2022,0.003614,2
612408101,BBN PEM KTR,16/03/2022,"PEMB PERLENGKAPAN PERBAIKAN ATAP GEDUNG KANTOR ( PAKU, AQUAPROOF,KUAS )",85000,3,2022,0.002776,2
612408102,BIAYA PEM RMH DINAS,15/03/2022,PEMB LAMPU RUMAH DINAS,139500,3,2022,0.00461,2
612403103,RMH TANGGA,14/03/2022,PEMB SAMBUNGAN KABEL,99000,3,2022,0.003247,2
612403103,RMH TANGGA,16/03/2022,PEMB KARTU NAMA MANAGER LAYANAN & MANFAAT,60000,3,2022,0.001935,2
612403103,RMH TANGGA,17/03/2022,PEMB GELAS PLASTIK,20000,3,2022,0.000589,2
612401102,BEBAN FOTOCOPY,18/03/2022,PRINT KONTRAK KERJA BRANCH MANAGER,20000,3,2022,0.000589,2
612403101,"TELPON,INTERNET,FASIMILI",21/03/2022,PEMB PULSA HP OPERASIONAL LAYANAN,62000,3,2022,0.002002,2
612412101,BIAYA JAMUAN KANTOR,21/03/2022,PEMB JAMUAN INTERNAL,67000,3,2022,0.00217,2
612412101,BIAYA JAMUAN KANTOR,23/03/2022,PEMB JAMUAN INTERNAL,136000,3,2022,0.004492,2
612412101,BIAYA JAMUAN KANTOR,23/03/2022,PEMB JAMUAN INTERNAL,34000,3,2022,0.00106,2
612403103,RMH TANGGA,22/03/2022,PEMB MASKER KANTOR,35000,3,2022,0.001094,2
612403103,RMH TANGGA,22/03/2022,PEMB AQUA GALON AIR MINUM KARYAWAN,288000,3,2022,0.009607,2
612403103,RMH TANGGA,01/04/2022,PEMB AQUA GALON AIR MINUM KARYAWAN,240000,4,2022,0.007992,2
612401102,BEBAN FOTOCOPY,01/04/2022,PRINT PENGUMUMAN JAM KERJA SELAMA BULAN RAMADHAN,20000,4,2022,0.000589,2
612401102,BEBAN FOTOCOPY,02/04/2022,"JILID,LAMINATING LAPORAN PKBL BULAN MARET 2022",29000,4,2022,0.000892,2
612401102,BEBAN FOTOCOPY,04/04/2022,"JILID,LAMINATING LAPORAN KEUANGAN BULAN MARET 2022",39000,4,2022,0.001228,2
612401102,BEBAN FOTOCOPY,05/04/2022,PRINT RUANG LINGKUP ISO 9001 : 2015,240000,4,2022,0.007992,2
612401102,BEBAN FOTOCOPY,06/04/2022,"JILID, LAMINATING PKS SIMGAJI DENGAN PEMDA KOTA DEPOK",24000,4,2022,0.000723,2
612408101,BBN PEM KTR,30/03/2022,PEMB OBAT PEMBASMI HAMA RUMPUT LIAR TAMAN ,150000,3,2022,0.004963,2
612408101,BBN PEM KTR,28/03/2022,PEMB LAMPU R.LAYANAN,199800,3,2022,0.006639,2
612408101,BBN PEM KTR,30/03/2022,PEMB PERLENGKAPAN KERAN AIR TOILET R.LAYANAN LT 1,90000,3,2022,0.002944,2
612414101,"BBM ,TOL, PARKIR",22/03/2022,BBM MOTOR DINAS,15000,3,2022,0.000421,2
612414101,"BBM ,TOL, PARKIR",25/03/2022,BBM MOBIL DINAS,350000,3,2022,0.011693,2
612208201,PEM SOFTWARE & HARDWARE,28/03/2022,PEMB PERLENGKAPAN KABEL PC KARYAWAN LT.1,60000,3,2022,0.001935,2
612403101,"TELPON,INTERNET,FASIMILI",01/04/2022,PEMB PULSA AO BULAN APRIL 2022,250000,4,2022,0.008328,2
612408101,BBN PEM KTR,08/04/2022,PEMB OBAT OBATAN KEBERSIHAN KANTOR,426075,4,2022,0.014253,2
612408101,BBN PEM KTR,08/04/2022,PEMB ALAT KEBERSIHAN KANTOR,794000,4,2022,0.026634,2
612408101,BBN PEM KTR,08/04/2022,PEMB OBAT OBATAN KEBERSIHAN KANTOR,1269675,4,2022,0.042641,2
612414101,"BBM ,TOL, PARKIR",28/03/2022,BBM MOBIL DINAS,300000,3,2022,0.010011,2
612414101,"BBM ,TOL, PARKIR",28/03/2022,BBM MOBIL DINAS,400000,3,2022,0.013376,2
612414101,"BBM ,TOL, PARKIR",07/04/2022,BBM MOBIL DINAS,400000,4,2022,0.013376,2
612414101,"BBM ,TOL, PARKIR",11/04/2022,BBM MOBIL DINAS,400000,4,2022,0.013376,2
612414101,"BBM ,TOL, PARKIR",11/04/2022,BBM MOBIL DINAS ,200000,4,2022,0.006646,2
612403103,RMH TANGGA,30/03/2022,"PEMB GELAS , GARPU,PIRING PLASTIK",47000,3,2022,0.001497,2
612403103,RMH TANGGA,08/04/2022,"PEMB KOPI,GULA,TEH",510000,4,2022,0.017077,2
612412101,BIAYA JAMUAN KANTOR,28/03/2022,PEMB JAMUAN INTERNAL,200000,3,2022,0.006646,2
612412101,BIAYA JAMUAN KANTOR,30/03/2022,PEMB JAMUAN INTERNAL,250000,3,2022,0.008328,2
612412101,BIAYA JAMUAN KANTOR,09/04/2022,PEMB JAMUAN INTERNAL,108800,4,2022,0.003577,2
612408103,PEM KNDRAAN,05/04/2022,"PEMB OLI, PAD SET MOTOR DINAS ",114000,4,2022,0.003752,2
612408103,PEM KNDRAAN,05/04/2022,SERVICE MOTOR DINAS ,125000,4,2022,0.004122,2
612408103,PEM KNDRAAN,06/04/2022,"PEMB OLI,PAD SET,PAD SET MOTOR DINAS ",165000,4,2022,0.005468,2
612408103,PEM KNDRAAN,06/04/2022,SERVICE MOTOR DINAS ,155000,4,2022,0.005132,2
612408103,PEM KNDRAAN,08/04/2022,PEMB BRAKE CALLIPER MOBIL DINAS,42584,4,2022,0.001349,2
612415103,RETRIBUSI & KEBERSIHAN,08/04/2022,PEMB DANA BANTUAN SOSIAL BULAN APRIL 2022,100000,4,2022,0.003281,2
612403101,"TELPON,INTERNET,FASIMILI",08/04/2022,PEMB PULSA HP OPERASIONAL LAYANAN,62000,4,2022,0.002002,2
612414101,"BBM ,TOL, PARKIR",31/03/2022,PEMB BBM MOBIL DINAS KC DEPOK ,200000,3,2022,0.006646,2
612414101,"BBM ,TOL, PARKIR",05/04/2022,PEMB BBM MOBIL DINAS KC DEPOK ,100000,4,2022,0.003281,2
612414101,"BBM ,TOL, PARKIR",06/04/2022,PEMB BBM MOBIL DINAS KC DEPOK ,100000,4,2022,0.003281,2
612414101,"BBM ,TOL, PARKIR",11/04/2022,PEMB BBM MOTOR DINAS,20000,4,2022,0.000589,2
612401102,BEBAN FOTOCOPY,06/04/2022,JILID LAPORAN KEUANGAN BULAN MARET 2022 KC DEPOK,22000,4,2022,0.000656,2
612401102,BEBAN FOTOCOPY,12/04/2022,PRINT CORE VALUES AKHLAK,80000,4,2022,0.002608,2
612403103,RMH TANGGA,11/04/2022,PEMB MATERAI,500000,4,2022,0.016741,2
612402101,BBN BIAYA KIRIM,31/03/2022,TAGIHAN JNE BULAN MARET  2022,3915619,3,2022,0.131677,2
612414101,"BBM ,TOL, PARKIR",12/04/2022,BBM MOTOR DINAS ,25000,4,2022,0.000757,2
612414101,"BBM ,TOL, PARKIR",12/04/2022,BBM MOTOR DINAS,20000,4,2022,0.000589,2
612414101,"BBM ,TOL, PARKIR",14/04/2022,BBM MOBIL DINAS,200000,4,2022,0.006646,2
612414101,"BBM ,TOL, PARKIR",18/04/2022,BBM MOTOR DINAS,25000,4,2022,0.000757,2
612414101,"BBM ,TOL, PARKIR",18/04/2022,BBM MOBIL DINAS ,50000,4,2022,0.001598,2
612203106,BEBAN LAY PESERTA,19/04/2022,PEMB PAJAK MOBIL LAYANAN TASPEN (MOTAS) KC DEPOK,3721800,4,2022,0.125155,2
612203106,BEBAN LAY PESERTA,19/04/2022,ASURANSI PENGEMUDI PENUMPANG MOTAS,72000,4,2022,0.002339,2
612409101,PAJAK KENDARAAN DINAS,14/04/2022,PEMB PAJAK MOTOR DINAS,273000,4,2022,0.009102,2
612403103,RMH TANGGA,19/04/2022,PEMB AQUA AIR MINUM KARYAWAN,258400,4,2022,0.008611,2
612412101,BIAYA JAMUAN KANTOR,12/04/2022,JAMUAN INTERNAL,1013000,4,2022,0.034004,2
612412101,BIAYA JAMUAN KANTOR,18/04/2022,JAMUAN EKSTERNAL - BKAD KOTA BOGOR,745000,4,2022,0.024985,2
612412101,BIAYA JAMUAN KANTOR,20/04/2022,JAMUAN INTERNAL,891000,4,2022,0.029898,2
612403101,"TELPON,INTERNET,FASIMILI",20/04/2022,PEMB PULSA HP OPERASIONAL LAYANAN,62000,4,2022,0.002002,2
612414101,"BBM ,TOL, PARKIR",21/04/2022,PARKIR MOBIL DINAS ,4000,4,2022,0.00005,2
612414101,"BBM ,TOL, PARKIR",22/04/2022,PARKIR MOBIL DINAS ,8000,4,2022,0.000185,2
612415103,RETRIBUSI & KEBERSIHAN,19/04/2022,PEMB RETRIBUSI KEBERSIHAN RUMAH DINAS KC DEPOK BULAN APRIL-JUNI 2022,1140000,4,2022,0.038277,2
612415103,RETRIBUSI & KEBERSIHAN,22/04/2022,PEMB RETRIBUSI KEBERSIHAN GEDUNG KANTOR BULAN APRIL 2022,300000,4,2022,0.010011,2
612415103,RETRIBUSI & KEBERSIHAN,25/04/2022,PEMB RETRIBUSI KEBERSIHAN RUMAH DINAS BULAN APRIL 2022,300000,4,2022,0.010011,2
612408104,PEM INV KTR,25/04/2022,PEMB KEPALA AKI GENSET KANTOR,40000,4,2022,0.001262,2
612403103,RMH TANGGA,26/04/2022,PRINT FOTO KEPALA CABANG BOGOR,80000,4,2022,0.002608,2
612403103,RMH TANGGA,26/04/2022,PEMB BINGKAI FOTO KEPALA CABANG BOGOR,100000,4,2022,0.003281,2
612208201,PEMELIHARAAN SOFTWARE/HARDWARE,08/04/2022,PEMB USB LAN LAPTOP MANAGER LAYANAN,145000,4,2022,0.004795,2
612408101,BBN PEM KTR,26/04/2022,PEMB OBAT PEMBASMI HAMA RUMPUT LIAR TAMAN & PUPUK TANAMAN HALAMAN GEDUNG KANTOR,625000,4,2022,0.020947,2
612414101,"BBM ,TOL, PARKIR",21/04/2022,BBM MOBIL DINAS KC DEPOK ,150000,4,2022,0.004963,2
612414101,"BBM ,TOL, PARKIR",22/04/2022,BBM MOTOR DINAS KC DEPOK,20000,4,2022,0.000589,2
612414101,"BBM ,TOL, PARKIR",22/04/2022,BBM MOBIL DINAS,250000,4,2022,0.008328,2
612414101,"BBM ,TOL, PARKIR",22/04/2022,BBM MOBIL DINAS ,350000,4,2022,0.011693,2
612414101,"BBM ,TOL, PARKIR",25/04/2022,BBM GENSET GEDUNG KANTOR,200000,4,2022,0.006646,2
612414101,"BBM ,TOL, PARKIR",26/04/2022,BBM MOTOR DINAS,20000,4,2022,0.000589,2
612414101,"BBM ,TOL, PARKIR",26/04/2022,BBM MOBIL DINAS,300000,4,2022,0.010011,2
612403103,RMH TANGGA,21/04/2022,"PEMB GELAS,MANGKOK, SENDOK PLASTIK",120000,4,2022,0.003954,2
612412101,BIAYA JAMUAN KANTOR,26/04/2022,JAMUAN INTERNAL,520000,4,2022,0.017414,2
612412101,BIAYA JAMUAN KANTOR,26/04/2022,JAMUAN INTERNAL,150000,4,2022,0.004963,2
612413102,BEBAN PERAYAAN,15/04/2022,CETAK BANNER HUT TASPEN KE-59 UNIT LAYANAN DEPOK,350000,4,2022,0.011693,2
612413102,BEBAN PERAYAAN,15/04/2022,PEMB BALON HIAS DEKORASI HUT TASPEN KE-59 UNIT LAYANAN DEPOK,155000,4,2022,0.005132,2
612413102,BEBAN PERAYAAN,16/04/2022,CETAK BANNER HUT TASPEN KE-59 KC BOGOR,380000,4,2022,0.012703,2
612413102,BEBAN PERAYAAN,17/04/2022,PEMB BALON HIAS DEKORASI HUT TASPEN KE-59 KC BOGOR,153000,4,2022,0.005064,2
612413102,BEBAN PERAYAAN,17/04/2022,"PEMB BALON , LEM ,DLL DEKORASI HUT TASPEN KE-59 KC BOGOR",36500,4,2022,0.001144,2
612413102,BEBAN PERAYAAN,17/04/2022,PEMB BALON HIAS DEKORASI HUT TASPEN KE-59 KC BOGOR,346000,4,2022,0.011559,2
612413102,BEBAN PERAYAAN,18/04/2022,PEMBUATAN STEMPEL HUT TASPEN KE-59,65000,4,2022,0.002103,2
612414101,"BBM ,TOL, PARKIR",27/04/2022,BBM MOBIL DINAS,300000,4,2022,0.010011,2
612414101,"BBM ,TOL, PARKIR",28/04/2022,BBM MOBIL DINAS UNIT LAYANAN DEPOK ,200000,4,2022,0.006646,2
612414101,"BBM ,TOL, PARKIR",11/05/2022,TOL MOBIL DINAS ,9000,5,2022,0.000219,0
612414101,"BBM ,TOL, PARKIR",11/05/2022,TOL MOBIL DINAS ,21000,5,2022,0.000623,0
612403103,RMH TANGGA,25/04/2022,PEMB GAS PANTRY UNIT DEPOK,195000,4,2022,0.006478,2
612403103,RMH TANGGA,11/05/2022,PEMB AQUA GALON AIR MINUM KARYAWAN,306850,5,2022,0.010241,0
612412101,BIAYA JAMUAN KANTOR,28/04/2022,JAMUAN INTERNAL,280000,4,2022,0.009338,2
612412101,BIAYA JAMUAN KANTOR,11/05/2022,JAMUAN INTERNAL,400000,5,2022,0.013376,0
612203106,BEBAN LAY PESERTA,26/04/2022,BBM MOTAS ,200000,4,2022,0.006646,2
612401102,BEBAN FOTOCOPY,26/04/2022,PRINT PKS SIMGAJI WEB PEMDA KAB BOGOR KERTAS CONCORDE,87500,4,2022,0.00286,2
612401102,BEBAN FOTOCOPY,10/05/2022,"JILID, LAMINATING LAPORAN KEUANGAN BULAN APRIL 2022 KC BOGOR & UNIT LAYANAN DEPOK",93000,5,2022,0.003045,0
612401102,BEBAN FOTOCOPY,11/05/2022,"JILID, LAMINATING LAPORAN KEUANGAN PKBL BULAN APRIL 2022 KC BOGOR",28000,5,2022,0.000858,0
612201102,BIAYA PUBLIKASI & DOKUMENTASI,19/04/2022,CETAK BANNER HUT KOTA DEPOK ,102000,4,2022,0.003348,2
612201102,BIAYA PUBLIKASI & DOKUMENTASI,11/05/2022,CETAK ROLLUP BANNER PUBILKASI MEDIA LUAR RUANG PEMDA & INSTANSI WILAYAH KERJA TASPEN BOGOR,1440000,5,2022,0.048372,0
612403101,"TELPON,INTERNET,FASIMILI",10/05/2022,PEMB PULSA AO KC BOGOR BULAN MEI 2022,250000,5,2022,0.008328,0
612414101,"BBM ,TOL, PARKIR",12/05/2022,TOL MOBIL DINAS  : CARINGIN,14000,5,2022,0.000387,0
612414101,"BBM ,TOL, PARKIR",15/05/2022,TOL MOBIL DINAS  : CARINGIN,14000,5,2022,0.000387,0
612414101,"BBM ,TOL, PARKIR",12/05/2022,TOL MOBIL DINAS ,7000,5,2022,0.000151,0
612415103,RETRIBUSI & KEBERSIHAN,25/04/2022,BIAYA RETRIBUSI GEDUNG UNIT LAYANAN DEPOK BULAN MEI 2022,150000,4,2022,0.004963,2
612415103,RETRIBUSI & KEBERSIHAN,13/05/2022,PEMB DANA BANTUAN KEGIATAN SOSIAL BULAN MEI 2022,100000,5,2022,0.003281,0
612403101,"TELPON,INTERNET,FASIMILI",12/05/2022,PEMB PULSA HP OPERASIONAL KEPESERTAAN,52000,5,2022,0.001666,0
612203106,BEBAN LAY PESERTA,17/05/2022,PEMB JAMUAN PESERTA ( AQUA GELAS ) KC BOGOR,800000,5,2022,0.026836,0
612203106,BEBAN LAY PESERTA,18/05/2022,PEMB JAMUAN PESERTA ( AQUA GELAS ) UNIT DEPOK,198000,5,2022,0.006579,0
612401102,BEBAN FOTOCOPY,17/05/2022,FOTOKOPI TANDA TERIMA BERKAS,120000,5,2022,0.003954,0
612401102,BEBAN FOTOCOPY,18/05/2022,FOTOKOPI FPP,180000,5,2022,0.005973,0
612408102,BIAYA PEM RMH DINAS,13/05/2022,"PEMB AQUAPROOF,KUAS,STOPKONTAK RUMAH DINAS KC BOGOR",220000,5,2022,0.007319,0
612408101,BBN PEM KTR,12/05/2022,PEMB PERLENGKAPAN WASTAFEL TOILET LT.2,225000,5,2022,0.007487,0
612408101,BBN PEM KTR,17/05/2022,PEMB LAMPU NEON R. DOSIR LT 3,540000,5,2022,0.018087,0
612408101,BBN PEM KTR,24/05/2022,PEMB OBAT PEMBASMI HAMA RUMPUT LIAR TAMAN & PUPUK TANAMAN HALAMAN GEDUNG KANTOR,525000,5,2022,0.017582,0
612408101,BBN PEM KTR,24/05/2022,PEMB OBAT-OBATAN KEBERSIHAN KANTOR,1425450,5,2022,0.047883,0
612408101,BBN PEM KTR,24/05/2022,PEMB OBAT-OBATAN KEBERSIHAN KANTOR,306100,5,2022,0.010216,0
612408101,BBN PEM KTR,24/05/2022,PEMB ALAT KEBERSIHAN KANTOR,1185000,5,2022,0.039791,0
612414101,"BBM ,TOL, PARKIR",12/05/2022,BBM MOBIL DINAS ,250000,5,2022,0.008328,0
612414101,"BBM ,TOL, PARKIR",12/05/2022,BBM MOBIL DINAS ,400000,5,2022,0.013376,0
612414101,"BBM ,TOL, PARKIR",12/05/2022,BBM MOBIL DINAS,300000,5,2022,0.010011,0
612414101,"BBM ,TOL, PARKIR",12/05/2022,BBM MOBIL DINAS,285000,5,2022,0.009506,0
612414101,"BBM ,TOL, PARKIR",13/05/2022,BBM MOTOR DINAS,30000,5,2022,0.000925,0
612414101,"BBM ,TOL, PARKIR",17/05/2022,BBM MOBIL DINAS,10000,5,2022,0.000252,0
612414101,"BBM ,TOL, PARKIR",18/05/2022,BBM MOBIL DINAS ,100000,5,2022,0.003281,0
612414101,"BBM ,TOL, PARKIR",18/05/2022,BBM MOBIL DINAS,300000,5,2022,0.010011,0
612414101,"BBM ,TOL, PARKIR",19/05/2022,BBM MOBIL DINAS,200000,5,2022,0.006646,0
612414101,"BBM ,TOL, PARKIR",20/05/2022,BBM MOBIL DINAS ,248090,5,2022,0.008264,0
612414101,"BBM ,TOL, PARKIR",23/05/2022,BBM MOBIL DINAS,300000,5,2022,0.010011,0
612414101,"BBM ,TOL, PARKIR",23/05/2022,BBM MOTOR DINAS,10000,5,2022,0.000252,0
612414101,"BBM ,TOL, PARKIR",25/05/2022,BBM MOTOR DINAS,20000,5,2022,0.000589,0
612403103,RMH TANGGA,11/05/2022,PEMB GELAS PLASTIK,36000,5,2022,0.001127,0
612403103,RMH TANGGA,13/05/2022,PEMB BATU BATERAI,40700,5,2022,0.001285,0
612403103,RMH TANGGA,13/05/2022,PEMB STEMPEL TASPEN KC BOGOR,195000,5,2022,0.006478,0
612403103,RMH TANGGA,17/05/2022,PEMB GEMBOK GUDANG ATK,60000,5,2022,0.001935,0
612403103,RMH TANGGA,18/05/2022,PEMB FISHBOWL,46500,5,2022,0.001481,0
612403103,RMH TANGGA,19/05/2022,PEMB GAS PANTRY LT.1 KC BOGOR,195000,5,2022,0.006478,0
612403103,RMH TANGGA,19/05/2022,PEMB GELAS PLASTIK,72000,5,2022,0.002339,0
612403103,RMH TANGGA,23/05/2022,PEMB BATU BATERAI,27400,5,2022,0.000838,0
612403103,RMH TANGGA,24/05/2022,"PEMB TEH,KOPI,GULA",550950,5,2022,0.018455,0
612412101,BIAYA JAMUAN KANTOR,11/05/2022,PEMB JAMUAN INTERNAL,128000,5,2022,0.004223,0
612412101,BIAYA JAMUAN KANTOR,12/05/2022,PEMB JAMUAN INTERNAL,75000,5,2022,0.00244,0
612412101,BIAYA JAMUAN KANTOR,12/05/2022,PEMB JAMUAN INTERNAL,68999,5,2022,0.002238,0
612412101,BIAYA JAMUAN KANTOR,12/05/2022,PEMB JAMUAN INTERNAL,34500,5,2022,0.001077,0
612412101,BIAYA JAMUAN KANTOR,17/05/2022,PEMB JAMUAN INTERNAL,264000,5,2022,0.0088,0
612412101,BIAYA JAMUAN KANTOR,18/05/2022,PEMB JAMUAN KEG SOSIALIASI 19 MEI 2022,2702500,5,2022,0.090856,0
612412101,BIAYA JAMUAN KANTOR,18/05/2022,PEMB JAMUAN INTERNAL,64000,5,2022,0.002069,0
612412101,BIAYA JAMUAN KANTOR,19/05/2022,PEMB JAMUAN INTERNAL,250000,5,2022,0.008328,0
612412101,BIAYA JAMUAN KANTOR,23/05/2022,PEMB JAMUAN INTERNAL,349300,5,2022,0.01167,0
612412101,BIAYA JAMUAN KANTOR,23/05/2022,PEMB JAMUAN INTERNAL,78000,5,2022,0.002541,0
612412101,BIAYA JAMUAN KANTOR,25/05/2022,PEMB JAMUAN INTERNAL,36000,5,2022,0.001127,0
612409101,PAJAK KENDARAAN DINAS,13/05/2022,PAJAK MOBIL DINAS ,3413800,5,2022,0.114791,0
612409101,PAJAK KENDARAAN DINAS,13/05/2022,PAJAK MOBIL DINAS,4788900,5,2022,0.161063,0
612409101,PAJAK KENDARAAN DINAS,25/05/2022,PAJAK MOBIL DINAS,4828700,5,2022,0.162403,0
612408103,PEMELIHARAAN/PERBAIKAN KENDARAAAN,24/05/2022,"PEMB GASKET,WINDOW WIPPER,BRAKE CALLIPER,DLL MOBIL DINAS",1159174,5,2022,0.038922,0
612408103,PEMELIHARAAN/PERBAIKAN KENDARAAAN,24/05/2022,JASA SERVICE MOBIL DINAS,742035,5,2022,0.024886,0
612408103,PEMELIHARAAN/PERBAIKAN KENDARAAAN,24/05/2022,PEMB SHAMPO & PENGHARUM KENDARAAN DINAS,305200,5,2022,0.010186,0
612414101,"BBM ,TOL, PARKIR",25/05/2022,BBM MOBIL DINAS,247237,5,2022,0.008235,0
612412101,BIAYA JAMUAN KANTOR,24/05/2022,PEMB JAMUAN INTERNAL : KEG BIMUM BULAN MEI 2022 25/05/2022,460000,5,2022,0.015395,0
612412101,BIAYA JAMUAN KANTOR,26/05/2022,JAMUAN INTERNAL,122000,5,2022,0.004021,0
612409101,PAJAK KENDARAAN DINAS,27/05/2022,PAJAK KENDARAAN DINAS  ,3413800,5,2022,0.114791,0
612408101,BBN PEM KTR,21/05/2022,"PEMB AQUAPROOF,CAT,SEMEN,FIBER ATAP LT 2",126000,5,2022,0.004156,0
612408101,BBN PEM KTR,25/05/2022,PEMB PERLENGKAPAN KERAN MUSHOLA UNIT LAYANAN DEPOK,160000,5,2022,0.0053,0
612413102,BEBAN PERAYAAN,18/05/2022,JAMUAN TECHNICAL MEETING PERTANDINGAN VOLI,138000,5,2022,0.00456,0
612413102,BEBAN PERAYAAN,18/05/2022,JAMUAN TECHNICAL MEETING PERTANDINGAN VOLI,140000,5,2022,0.004627,0
612413102,BEBAN PERAYAAN,18/05/2022,JAMUAN TECHNICAL MEETING PERTANDINGAN VOLI,26000,5,2022,0.000791,0
